Time,Open,High,Low,Close
19-01-2012,1.28636,1.29719,1.28388,1.29611
20-01-2012,1.29609,1.29855,1.28894,1.29308
22-01-2012,1.28761,1.28943,1.28758,1.28871
23-01-2012,1.28865,1.30523,1.28828,1.3024
24-01-2012,1.30241,1.30592,1.2953,1.30347
25-01-2012,1.30347,1.31202,1.29307,1.31054
26-01-2012,1.31054,1.31795,1.30893,1.30895
27-01-2012,1.30879,1.32304,1.30774,1.32158
29-01-2012,1.32192,1.32254,1.32055,1.32058
30-01-2012,1.32068,1.32097,1.30791,1.3138
31-01-2012,1.3138,1.32123,1.30431,1.30754
01-02-2012,1.30756,1.32174,1.3026,1.31701
02-02-2012,1.31692,1.31966,1.30864,1.31356
03-02-2012,1.31356,1.31913,1.3068,1.31563
05-02-2012,1.3111,1.31303,1.3111,1.3124
06-02-2012,1.3124,1.31411,1.30277,1.31179
07-02-2012,1.31179,1.32692,1.30889,1.32475
08-02-2012,1.32473,1.32859,1.32183,1.32471
09-02-2012,1.32472,1.33193,1.32269,1.32754
10-02-2012,1.32752,1.329,1.31561,1.31961
12-02-2012,1.32042,1.32592,1.32016,1.32368
13-02-2012,1.32398,1.32826,1.31483,1.31539
14-02-2012,1.31543,1.32155,1.30801,1.3128
15-02-2012,1.31281,1.31903,1.30441,1.30548
16-02-2012,1.30548,1.31551,1.29751,1.31269
17-02-2012,1.31269,1.31967,1.31149,1.31425
19-02-2012,1.31795,1.32367,1.31733,1.32232
20-02-2012,1.32232,1.32766,1.31823,1.32074
21-02-2012,1.32071,1.32926,1.3187,1.32482
22-02-2012,1.32482,1.32638,1.32109,1.3255
23-02-2012,1.3255,1.33779,1.32318,1.33739
24-02-2012,1.33737,1.34857,1.33568,1.34461
26-02-2012,1.34612,1.34787,1.34557,1.34674
27-02-2012,1.34669,1.34676,1.33658,1.34073
28-02-2012,1.34073,1.34795,1.33901,1.34781
29-02-2012,1.34785,1.34853,1.33147,1.33238
01-03-2012,1.33241,1.33556,1.3282,1.33263
02-03-2012,1.33263,1.33326,1.31864,1.32003
04-03-2012,1.31895,1.32049,1.3182,1.31851
05-03-2012,1.31851,1.32386,1.31597,1.3223
06-03-2012,1.32228,1.32256,1.31032,1.31194
07-03-2012,1.31194,1.31638,1.30959,1.31406
08-03-2012,1.31406,1.3291,1.3135,1.32712
09-03-2012,1.32712,1.32718,1.30974,1.31227
11-03-2012,1.30991,1.31245,1.30991,1.3122
12-03-2012,1.31216,1.31724,1.30788,1.31696
13-03-2012,1.31696,1.31902,1.30518,1.30788
14-03-2012,1.30791,1.309,1.30108,1.30204
15-03-2012,1.30202,1.31176,1.30035,1.30765
16-03-2012,1.30766,1.31869,1.30486,1.31732
18-03-2012,1.31743,1.31867,1.31719,1.3176
19-03-2012,1.31759,1.32628,1.31417,1.32292
20-03-2012,1.32291,1.32516,1.3172,1.3238
21-03-2012,1.3238,1.32844,1.31788,1.32173
22-03-2012,1.32181,1.32544,1.3135,1.32044
23-03-2012,1.32044,1.32919,1.31907,1.32684
25-03-2012,1.3269,1.32839,1.32651,1.32823
26-03-2012,1.32832,1.33674,1.3192,1.33566
27-03-2012,1.33566,1.33846,1.33121,1.33288
28-03-2012,1.33288,1.33727,1.32772,1.33254
29-03-2012,1.33254,1.33449,1.32524,1.33138
30-03-2012,1.33139,1.33748,1.33095,1.33405
01-04-2012,1.33584,1.3376,1.33556,1.33565
02-04-2012,1.33563,1.33803,1.32777,1.33296
03-04-2012,1.33296,1.33671,1.32131,1.32225
04-04-2012,1.32225,1.32327,1.31073,1.31435
05-04-2012,1.31435,1.31642,1.30353,1.30622
06-04-2012,1.30622,1.31098,1.30503,1.30964
08-04-2012,1.30985,1.31039,1.30661,1.30851
09-04-2012,1.30851,1.31334,1.30337,1.31086
10-04-2012,1.31086,1.3144,1.30538,1.30721
11-04-2012,1.30719,1.31562,1.3066,1.31182
12-04-2012,1.31183,1.32123,1.3102,1.31884
13-04-2012,1.31883,1.32011,1.30692,1.30755
15-04-2012,1.30632,1.30748,1.30407,1.30432
16-04-2012,1.30433,1.31465,1.29958,1.31257
17-04-2012,1.31258,1.31692,1.30902,1.31348
18-04-2012,1.31348,1.31403,1.30572,1.3117
19-04-2012,1.3117,1.31608,1.30699,1.3143
20-04-2012,1.31431,1.32263,1.31285,1.32159
22-04-2012,1.31817,1.32081,1.3181,1.32069
23-04-2012,1.32071,1.32101,1.31045,1.31486
24-04-2012,1.31487,1.32173,1.31447,1.31951
25-04-2012,1.31951,1.32359,1.31736,1.32306
26-04-2012,1.32306,1.32625,1.31765,1.31918
27-04-2012,1.31915,1.32698,1.3157,1.32535
29-04-2012,1.32333,1.32467,1.32331,1.32392
30-04-2012,1.32392,1.32663,1.32078,1.32387
01-05-2012,1.32387,1.32828,1.32039,1.32379
02-05-2012,1.32379,1.32407,1.31248,1.31476
03-05-2012,1.31478,1.31791,1.3099,1.3154
04-05-2012,1.3154,1.3178,1.30799,1.30824
06-05-2012,1.30091,1.30321,1.2955,1.29607
07-05-2012,1.29608,1.30652,1.29608,1.30589
08-05-2012,1.30587,1.30598,1.29823,1.29925
09-05-2012,1.29925,1.30037,1.29107,1.2934
10-05-2012,1.29341,1.29785,1.2924,1.29328
11-05-2012,1.29328,1.29572,1.29045,1.29153
13-05-2012,1.28976,1.29024,1.28811,1.28969
14-05-2012,1.2897,1.29042,1.2815,1.28297
15-05-2012,1.28297,1.28686,1.27216,1.27344
16-05-2012,1.27344,1.27585,1.26811,1.27321
17-05-2012,1.2732,1.27489,1.26664,1.26975
18-05-2012,1.26975,1.27936,1.26415,1.27826
20-05-2012,1.27605,1.27822,1.2748,1.27712
21-05-2012,1.27713,1.28236,1.2725,1.2812
22-05-2012,1.2812,1.28142,1.26517,1.26604
23-05-2012,1.26605,1.26868,1.25448,1.25606
24-05-2012,1.25612,1.26188,1.25154,1.25349
25-05-2012,1.25348,1.26017,1.24984,1.25151
27-05-2012,1.25726,1.25789,1.25595,1.25658
28-05-2012,1.25659,1.2624,1.2516,1.25213
29-05-2012,1.2521,1.25741,1.24606,1.24771
30-05-2012,1.24773,1.24867,1.23606,1.23731
31-05-2012,1.2373,1.24281,1.23363,1.23619
01-06-2012,1.23617,1.24481,1.22913,1.24328
03-06-2012,1.24128,1.24418,1.23956,1.23982
04-06-2012,1.23982,1.25267,1.23856,1.25261
05-06-2012,1.25261,1.25417,1.24098,1.2461
06-06-2012,1.2461,1.25851,1.24416,1.25761
07-06-2012,1.25755,1.26249,1.25398,1.25673
08-06-2012,1.25673,1.25712,1.24353,1.25159
10-06-2012,1.26385,1.26676,1.26305,1.26441
11-06-2012,1.2644,1.26469,1.245,1.24769
12-06-2012,1.24769,1.25287,1.24425,1.25
13-06-2012,1.25,1.26098,1.24735,1.25742
14-06-2012,1.25741,1.26362,1.25415,1.26258
15-06-2012,1.26257,1.26642,1.2592,1.26381
17-06-2012,1.26918,1.27474,1.26918,1.27038
18-06-2012,1.27038,1.27272,1.25592,1.25959
19-06-2012,1.25959,1.27302,1.25687,1.26788
20-06-2012,1.26788,1.27408,1.26383,1.26807
21-06-2012,1.26805,1.26985,1.25313,1.25495
22-06-2012,1.25497,1.2583,1.25188,1.25669
24-06-2012,1.25432,1.25577,1.2534,1.25373
25-06-2012,1.25374,1.25442,1.24709,1.25022
26-06-2012,1.25022,1.253,1.24416,1.24849
27-06-2012,1.24849,1.25079,1.2445,1.24693
28-06-2012,1.24696,1.25239,1.24071,1.24406
29-06-2012,1.24406,1.26924,1.24323,1.26627
01-07-2012,1.2675,1.26777,1.26502,1.26544
02-07-2012,1.26544,1.26672,1.25679,1.25794
03-07-2012,1.25795,1.26269,1.25586,1.26041
04-07-2012,1.26041,1.26065,1.25082,1.25153
05-07-2012,1.25152,1.25381,1.23638,1.23921
06-07-2012,1.23922,1.24008,1.22596,1.2285
08-07-2012,1.22584,1.22802,1.22558,1.227
09-07-2012,1.22701,1.23227,1.22689,1.23167
10-07-2012,1.23172,1.23336,1.2235,1.22547
11-07-2012,1.22546,1.22963,1.2212,1.22441
12-07-2012,1.22441,1.22443,1.2167,1.21879
13-07-2012,1.2188,1.22546,1.2162,1.22483
15-07-2012,1.22646,1.22715,1.22445,1.22465
16-07-2012,1.22465,1.22894,1.21755,1.22654
17-07-2012,1.22653,1.23149,1.21885,1.22951
18-07-2012,1.2295,1.23062,1.22165,1.22765
19-07-2012,1.22766,1.23209,1.22288,1.22759
20-07-2012,1.22759,1.22825,1.21443,1.21563
22-07-2012,1.21143,1.21311,1.21126,1.21271
23-07-2012,1.21271,1.21442,1.20684,1.21236
24-07-2012,1.21234,1.21372,1.20419,1.20612
25-07-2012,1.20612,1.21674,1.20531,1.21387
26-07-2012,1.21387,1.23284,1.21172,1.22775
27-07-2012,1.22774,1.23899,1.22416,1.23182
29-07-2012,1.22946,1.23102,1.22944,1.23023
30-07-2012,1.23025,1.23055,1.22246,1.22597
31-07-2012,1.22595,1.23291,1.2248,1.22917
01-08-2012,1.22916,1.23362,1.2218,1.22382
02-08-2012,1.22382,1.23888,1.21339,1.21782
03-08-2012,1.21785,1.23919,1.21664,1.23852
05-08-2012,1.23925,1.24429,1.23826,1.24271
06-08-2012,1.24268,1.24292,1.23413,1.2388
07-08-2012,1.23882,1.24417,1.23757,1.23842
08-08-2012,1.23842,1.2402,1.23267,1.23716
09-08-2012,1.23716,1.23866,1.22668,1.22925
10-08-2012,1.22926,1.23162,1.22412,1.22894
12-08-2012,1.22894,1.22909,1.22742,1.22742
13-08-2012,1.22745,1.23732,1.226,1.23258
14-08-2012,1.23258,1.23851,1.23159,1.23233
15-08-2012,1.23233,1.23432,1.22635,1.22881
16-08-2012,1.22882,1.2372,1.2256,1.23568
17-08-2012,1.23568,1.23818,1.22894,1.23308
19-08-2012,1.2348,1.23508,1.23286,1.23318
20-08-2012,1.23316,1.23685,1.22948,1.23505
21-08-2012,1.23507,1.24872,1.23457,1.24761
22-08-2012,1.2476,1.25435,1.2431,1.25334
23-08-2012,1.25334,1.25885,1.25243,1.25595
24-08-2012,1.25595,1.25662,1.24843,1.25107
26-08-2012,1.25096,1.25233,1.25041,1.25049
27-08-2012,1.25053,1.25351,1.24898,1.25007
28-08-2012,1.25007,1.25759,1.2465,1.25705
29-08-2012,1.25705,1.25729,1.25183,1.25302
30-08-2012,1.25304,1.25635,1.2488,1.25092
31-08-2012,1.25091,1.26372,1.24933,1.25738
02-09-2012,1.25666,1.2585,1.25666,1.25731
03-09-2012,1.25729,1.26091,1.25599,1.25859
04-09-2012,1.2586,1.26275,1.25259,1.25335
05-09-2012,1.25336,1.2624,1.25015,1.26001
06-09-2012,1.26002,1.26469,1.25611,1.26305
07-09-2012,1.26305,1.28171,1.26263,1.28152
09-09-2012,1.28067,1.28107,1.27909,1.27951
10-09-2012,1.27951,1.28031,1.27546,1.27613
11-09-2012,1.27613,1.28707,1.27584,1.2851
12-09-2012,1.28511,1.29361,1.28399,1.29019
13-09-2012,1.29017,1.30014,1.28742,1.29926
14-09-2012,1.29925,1.3167,1.29839,1.31299
16-09-2012,1.31175,1.3128,1.31089,1.31134
17-09-2012,1.31134,1.31694,1.30834,1.31079
18-09-2012,1.3108,1.31147,1.3029,1.30461
19-09-2012,1.30461,1.30846,1.2993,1.30571
20-09-2012,1.30571,1.30587,1.2921,1.29734
21-09-2012,1.29733,1.30476,1.2955,1.29792
23-09-2012,1.29749,1.29878,1.29654,1.29667
24-09-2012,1.29667,1.29795,1.28904,1.29403
25-09-2012,1.29406,1.29706,1.28871,1.28982
26-09-2012,1.28982,1.29126,1.2835,1.28778
27-09-2012,1.28776,1.29282,1.28307,1.29121
28-09-2012,1.2912,1.29596,1.28387,1.28591
30-09-2012,1.28444,1.28499,1.28038,1.28071
01-10-2012,1.28077,1.29381,1.28049,1.28877
02-10-2012,1.28878,1.29676,1.28799,1.2911
03-10-2012,1.29113,1.29367,1.28772,1.29227
04-10-2012,1.29226,1.30312,1.291,1.30126
05-10-2012,1.30126,1.30714,1.29938,1.30344
07-10-2012,1.30227,1.30256,1.30114,1.3014
08-10-2012,1.30151,1.30158,1.29371,1.29749
09-10-2012,1.29749,1.29906,1.28493,1.28588
10-10-2012,1.28588,1.29127,1.28352,1.28588
11-10-2012,1.28591,1.29511,1.28258,1.29314
12-10-2012,1.29314,1.29906,1.29219,1.29522
14-10-2012,1.29527,1.29588,1.29319,1.2934
15-10-2012,1.29328,1.29786,1.28905,1.29673
16-10-2012,1.29672,1.31232,1.29532,1.31056
17-10-2012,1.31055,1.31386,1.30846,1.3112
18-10-2012,1.3112,1.31285,1.3055,1.30684
19-10-2012,1.30684,1.30767,1.30129,1.30188
21-10-2012,1.30189,1.3029,1.30152,1.30214
22-10-2012,1.30213,1.3083,1.30199,1.30703
23-10-2012,1.30703,1.30703,1.29518,1.29733
24-10-2012,1.29734,1.29966,1.292,1.29643
25-10-2012,1.29645,1.3023,1.29269,1.29385
26-10-2012,1.29384,1.29559,1.28832,1.29403
28-10-2012,1.29396,1.29453,1.29186,1.29219
29-10-2012,1.29216,1.29359,1.2885,1.29066
30-10-2012,1.29065,1.29832,1.28857,1.29611
31-10-2012,1.29612,1.30202,1.29458,1.29641
01-11-2012,1.29642,1.29823,1.29241,1.29464
02-11-2012,1.29463,1.29464,1.28211,1.28349
04-11-2012,1.28181,1.28343,1.28163,1.28225
05-11-2012,1.28223,1.28425,1.27674,1.27995
06-11-2012,1.27995,1.28262,1.2763,1.28053
07-11-2012,1.28053,1.28761,1.27362,1.27562
08-11-2012,1.27564,1.27759,1.2717,1.27411
09-11-2012,1.2741,1.27897,1.26895,1.27109
11-11-2012,1.27094,1.27359,1.2709,1.27202
12-11-2012,1.27203,1.27388,1.26975,1.27056
13-11-2012,1.27056,1.27264,1.26612,1.27091
14-11-2012,1.27091,1.27741,1.27032,1.27293
15-11-2012,1.27293,1.28015,1.2717,1.27814
16-11-2012,1.27812,1.2784,1.269,1.27428
18-11-2012,1.27464,1.27607,1.27401,1.27583
19-11-2012,1.27583,1.28196,1.27455,1.27666
20-11-2012,1.27666,1.28283,1.27643,1.28121
21-11-2012,1.28123,1.28673,1.2736,1.28638
22-11-2012,1.28639,1.28984,1.28339,1.2874
23-11-2012,1.28739,1.29904,1.28681,1.29736
25-11-2012,1.2966,1.29769,1.29634,1.29706
26-11-2012,1.29728,1.30063,1.2944,1.2988
27-11-2012,1.29883,1.30083,1.2915,1.29372
28-11-2012,1.29376,1.29611,1.288,1.29502
29-11-2012,1.29504,1.30122,1.29388,1.29717
30-11-2012,1.29715,1.30274,1.2968,1.2986
02-12-2012,1.29819,1.29975,1.29819,1.29954
03-12-2012,1.29955,1.30756,1.29931,1.30635
04-12-2012,1.30635,1.31079,1.30456,1.30989
05-12-2012,1.30989,1.31261,1.30597,1.30722
06-12-2012,1.30722,1.30863,1.295,1.29612
07-12-2012,1.29612,1.29722,1.28789,1.29253
09-12-2012,1.28887,1.29067,1.28871,1.29062
10-12-2012,1.29061,1.29463,1.28856,1.29368
11-12-2012,1.29367,1.30144,1.29286,1.30113
12-12-2012,1.30112,1.30965,1.29959,1.30653
13-12-2012,1.30653,1.31,1.30411,1.30766
14-12-2012,1.30767,1.31726,1.30663,1.31626
16-12-2012,1.31647,1.31872,1.31628,1.31655
17-12-2012,1.31655,1.31786,1.31439,1.31608
18-12-2012,1.31609,1.32376,1.31559,1.32285
19-12-2012,1.3228,1.3308,1.3188,1.32127
20-12-2012,1.32127,1.32946,1.3203,1.32366
21-12-2012,1.3237,1.32379,1.31585,1.31867
23-12-2012,1.31719,1.31849,1.31719,1.31797
24-12-2012,1.31796,1.32335,1.31712,1.31788
25-12-2012,1.31801,1.32025,1.31704,1.31798
26-12-2012,1.31798,1.32533,1.31708,1.32276
27-12-2012,1.3228,1.32834,1.32011,1.32478
28-12-2012,1.32477,1.32564,1.31655,1.3214
30-12-2012,1.32091,1.32322,1.32091,1.32259
31-12-2012,1.32259,1.32344,1.31738,1.31949
01-01-2013,1.3195,1.32197,1.31866,1.31977
02-01-2013,1.31975,1.32991,1.3157,1.31833
03-01-2013,1.31836,1.31887,1.30222,1.30243
04-01-2013,1.3024,1.30892,1.29971,1.30678
06-01-2013,1.30745,1.30792,1.30655,1.30676
07-01-2013,1.30678,1.31275,1.30165,1.31236
08-01-2013,1.31236,1.31393,1.30566,1.30825
09-01-2013,1.30822,1.30956,1.30362,1.30531
10-01-2013,1.3053,1.32791,1.30385,1.32722
11-01-2013,1.32723,1.33653,1.32479,1.33424
13-01-2013,1.33605,1.33685,1.33498,1.33579
14-01-2013,1.33579,1.34037,1.33356,1.33769
15-01-2013,1.33771,1.33933,1.3272,1.33088
16-01-2013,1.33089,1.33246,1.32565,1.32845
17-01-2013,1.32845,1.33873,1.32696,1.33738
18-01-2013,1.33737,1.3398,1.32803,1.3318
20-01-2013,1.33107,1.33237,1.33066,1.33176
21-01-2013,1.33174,1.33319,1.32998,1.33095
22-01-2013,1.33096,1.33712,1.32668,1.33125
23-01-2013,1.33127,1.33542,1.32655,1.33067
24-01-2013,1.33068,1.33925,1.32859,1.33674
25-01-2013,1.33674,1.34788,1.33497,1.34587
27-01-2013,1.34651,1.34709,1.34531,1.34647
28-01-2013,1.34647,1.34765,1.34244,1.34469
29-01-2013,1.3447,1.34968,1.3414,1.34874
30-01-2013,1.34874,1.3587,1.34817,1.35682
31-01-2013,1.3568,1.36165,1.35408,1.36115
01-02-2013,1.36115,1.37108,1.3586,1.36391
03-02-2013,1.36521,1.36571,1.36449,1.36449
04-02-2013,1.36448,1.36486,1.34988,1.35104
05-02-2013,1.35103,1.35972,1.34577,1.35825
06-02-2013,1.35825,1.35957,1.34951,1.35218
07-02-2013,1.35216,1.35769,1.33706,1.33827
08-02-2013,1.33826,1.34288,1.33531,1.33662
10-02-2013,1.33673,1.3374,1.33635,1.3366
11-02-2013,1.33658,1.34273,1.3357,1.34016
12-02-2013,1.34016,1.34753,1.33635,1.34521
13-02-2013,1.34519,1.35196,1.34262,1.34444
14-02-2013,1.34444,1.34551,1.3315,1.33498
15-02-2013,1.33499,1.33929,1.3306,1.33618
17-02-2013,1.33503,1.3357,1.33369,1.33388
18-02-2013,1.33388,1.33787,1.3321,1.33484
19-02-2013,1.33484,1.33958,1.33285,1.33951
20-02-2013,1.33948,1.34341,1.32705,1.32727
21-02-2013,1.32729,1.32891,1.31606,1.3192
22-02-2013,1.3192,1.32442,1.3145,1.31902
24-02-2013,1.32154,1.32175,1.31856,1.31911
25-02-2013,1.31912,1.33171,1.30471,1.30659
26-02-2013,1.30661,1.31187,1.3018,1.30672
27-02-2013,1.30673,1.31615,1.3041,1.31549
28-02-2013,1.31551,1.31579,1.30531,1.30602
01-03-2013,1.30601,1.3101,1.29664,1.30178
03-03-2013,1.30121,1.30307,1.30045,1.30157
04-03-2013,1.30154,1.30404,1.29819,1.30347
05-03-2013,1.30348,1.3075,1.3011,1.30471
06-03-2013,1.30472,1.307,1.29646,1.29777
07-03-2013,1.29777,1.31181,1.29746,1.31077
08-03-2013,1.31077,1.31343,1.29548,1.30042
10-03-2013,1.29857,1.30034,1.29793,1.29873
11-03-2013,1.29873,1.30529,1.29837,1.30322
12-03-2013,1.30319,1.30742,1.29913,1.30302
13-03-2013,1.30301,1.30646,1.29234,1.29591
14-03-2013,1.29591,1.30299,1.29112,1.30118
15-03-2013,1.30117,1.31058,1.30023,1.30743
17-03-2013,1.29052,1.2931,1.2888,1.28907
18-03-2013,1.28907,1.2994,1.28817,1.29434
19-03-2013,1.29435,1.29694,1.28466,1.28638
20-03-2013,1.28639,1.29738,1.28634,1.2939
21-03-2013,1.29391,1.29551,1.28799,1.2903
22-03-2013,1.29031,1.30074,1.2888,1.29881
24-03-2013,1.29475,1.30474,1.29448,1.30185
25-03-2013,1.30185,1.30479,1.28342,1.2857
26-03-2013,1.2857,1.28887,1.28313,1.28605
27-03-2013,1.28609,1.28665,1.27539,1.27742
28-03-2013,1.27746,1.28437,1.27556,1.28142
29-03-2013,1.28137,1.28368,1.27944,1.28184
31-03-2013,1.28029,1.2812,1.28,1.28052
01-04-2013,1.28051,1.28666,1.27713,1.28485
02-04-2013,1.28483,1.28777,1.28096,1.2819
03-04-2013,1.2819,1.28639,1.27898,1.28489
04-04-2013,1.2849,1.29487,1.27468,1.29258
05-04-2013,1.29257,1.30389,1.29006,1.29943
07-04-2013,1.29732,1.3006,1.2972,1.29909
08-04-2013,1.2991,1.30365,1.29685,1.30293
09-04-2013,1.30293,1.31025,1.30056,1.30805
10-04-2013,1.308,1.31217,1.3051,1.3052
11-04-2013,1.30522,1.3138,1.30436,1.31162
12-04-2013,1.3116,1.31262,1.30384,1.31113
14-04-2013,1.31141,1.31147,1.30958,1.30966
15-04-2013,1.30968,1.31075,1.3022,1.30531
16-04-2013,1.3053,1.32015,1.30292,1.31779
17-04-2013,1.3178,1.31995,1.30011,1.30335
18-04-2013,1.30335,1.3096,1.30208,1.30524
19-04-2013,1.30523,1.31271,1.3048,1.3051
21-04-2013,1.3076,1.30769,1.3053,1.30575
22-04-2013,1.30573,1.30836,1.30154,1.30593
23-04-2013,1.30592,1.30824,1.2973,1.2994
24-04-2013,1.29938,1.3033,1.29611,1.30155
25-04-2013,1.30157,1.30933,1.29894,1.30038
26-04-2013,1.30037,1.30475,1.29912,1.30274
28-04-2013,1.30504,1.30676,1.3039,1.30406
29-04-2013,1.30402,1.31158,1.30318,1.30943
30-04-2013,1.30941,1.31858,1.30557,1.31678
01-05-2013,1.31679,1.32427,1.31606,1.31792
02-05-2013,1.31793,1.32148,1.30384,1.30658
03-05-2013,1.30658,1.31565,1.30351,1.31131
05-05-2013,1.31188,1.3126,1.31104,1.31206
06-05-2013,1.31207,1.31396,1.30534,1.30727
07-05-2013,1.30722,1.31315,1.30677,1.3075
08-05-2013,1.3075,1.31944,1.30726,1.31602
09-05-2013,1.31602,1.3177,1.30098,1.30315
10-05-2013,1.30316,1.30506,1.2935,1.29899
12-05-2013,1.29724,1.29781,1.29596,1.2967
13-05-2013,1.2967,1.2997,1.29415,1.2987
14-05-2013,1.29868,1.30289,1.29181,1.29363
15-05-2013,1.29362,1.29424,1.2843,1.28824
16-05-2013,1.28824,1.29297,1.28463,1.28828
17-05-2013,1.2883,1.28887,1.2796,1.28381
19-05-2013,1.28421,1.28482,1.28276,1.28306
20-05-2013,1.28307,1.29035,1.28192,1.28903
21-05-2013,1.28903,1.29327,1.2841,1.29198
22-05-2013,1.29197,1.29978,1.28335,1.28421
23-05-2013,1.28422,1.29539,1.28214,1.29228
24-05-2013,1.29229,1.29928,1.29043,1.29323
26-05-2013,1.29347,1.29436,1.29328,1.29357
27-05-2013,1.29357,1.29485,1.29159,1.29339
28-05-2013,1.29339,1.29468,1.2841,1.28445
29-05-2013,1.28446,1.2975,1.2838,1.29465
30-05-2013,1.29465,1.30614,1.29333,1.30419
31-05-2013,1.30419,1.30484,1.2944,1.29953
02-06-2013,1.29933,1.30001,1.2983,1.29942
03-06-2013,1.29944,1.31074,1.29556,1.30704
04-06-2013,1.30702,1.31012,1.30418,1.30715
05-06-2013,1.30714,1.31142,1.30529,1.30865
06-06-2013,1.30864,1.33054,1.30749,1.32423
07-06-2013,1.32423,1.32846,1.31918,1.32187
09-06-2013,1.31906,1.32149,1.31851,1.32024
10-06-2013,1.32024,1.32689,1.31775,1.32528
11-06-2013,1.32528,1.33173,1.3232,1.33121
12-06-2013,1.33122,1.33591,1.32655,1.33438
13-06-2013,1.33438,1.33902,1.32785,1.33586
14-06-2013,1.33587,1.33728,1.32948,1.33467
16-06-2013,1.33476,1.33572,1.33431,1.33546
17-06-2013,1.33545,1.33815,1.33184,1.33619
18-06-2013,1.3362,1.34155,1.33255,1.33929
19-06-2013,1.33929,1.34155,1.3262,1.32817
20-06-2013,1.32817,1.33002,1.31612,1.32276
21-06-2013,1.32277,1.32541,1.30985,1.31215
23-06-2013,1.30912,1.31141,1.30888,1.31066
24-06-2013,1.31066,1.31438,1.3059,1.3135
25-06-2013,1.3135,1.31506,1.3065,1.30753
26-06-2013,1.30755,1.3087,1.29849,1.30162
27-06-2013,1.30162,1.30546,1.3,1.30361
28-06-2013,1.30363,1.31029,1.29913,1.30096
30-06-2013,1.30146,1.3016,1.30055,1.3008
01-07-2013,1.30077,1.30708,1.30074,1.30679
02-07-2013,1.30678,1.30779,1.29634,1.29748
03-07-2013,1.29745,1.30288,1.29229,1.30208
04-07-2013,1.30208,1.30208,1.2883,1.28924
05-07-2013,1.28924,1.29053,1.28063,1.28303
07-07-2013,1.28106,1.28327,1.28106,1.28128
08-07-2013,1.28128,1.28819,1.28117,1.28606
09-07-2013,1.28606,1.2898,1.27552,1.27766
10-07-2013,1.27769,1.3206,1.27648,1.31164
11-07-2013,1.31175,1.3147,1.30056,1.30867
12-07-2013,1.30865,1.31001,1.2999,1.30679
14-07-2013,1.30763,1.308,1.30567,1.30607
15-07-2013,1.30609,1.30791,1.2993,1.3058
16-07-2013,1.3058,1.31745,1.3053,1.3148
17-07-2013,1.31478,1.31768,1.30829,1.31163
18-07-2013,1.31163,1.31255,1.3066,1.31086
19-07-2013,1.31087,1.31532,1.30893,1.31427
21-07-2013,1.31384,1.31601,1.31357,1.31581
22-07-2013,1.31582,1.32179,1.3144,1.31909
23-07-2013,1.31908,1.32386,1.31631,1.32211
24-07-2013,1.32211,1.3256,1.31767,1.31904
25-07-2013,1.31904,1.32958,1.31655,1.32737
26-07-2013,1.32737,1.32968,1.32525,1.32786
28-07-2013,1.32854,1.32938,1.32753,1.32856
29-07-2013,1.32857,1.32949,1.32388,1.3263
30-07-2013,1.32631,1.33012,1.3234,1.32656
31-07-2013,1.32656,1.33447,1.32141,1.33003
01-08-2013,1.33007,1.33107,1.31932,1.32116
02-08-2013,1.32117,1.32937,1.31892,1.32805
04-08-2013,1.32833,1.32872,1.32739,1.32771
05-08-2013,1.32771,1.32999,1.32329,1.32576
06-08-2013,1.32575,1.33229,1.3246,1.33071
07-08-2013,1.33072,1.33453,1.32654,1.334
08-08-2013,1.334,1.34003,1.33278,1.33791
09-08-2013,1.3379,1.33903,1.33324,1.33413
11-08-2013,1.33196,1.33436,1.33196,1.33384
12-08-2013,1.33384,1.33402,1.3277,1.32917
13-08-2013,1.32917,1.3317,1.32333,1.3265
14-08-2013,1.32652,1.32799,1.32389,1.32646
15-08-2013,1.32646,1.33627,1.32054,1.33505
16-08-2013,1.33504,1.33798,1.3311,1.33283
18-08-2013,1.33296,1.3343,1.33212,1.3329
19-08-2013,1.3329,1.33745,1.33151,1.33337
20-08-2013,1.33337,1.34518,1.33234,1.34205
21-08-2013,1.34205,1.34268,1.33345,1.3341
22-08-2013,1.3341,1.3373,1.32979,1.33553
23-08-2013,1.33552,1.34096,1.3333,1.33799
25-08-2013,1.33854,1.33923,1.33771,1.33867
26-08-2013,1.33867,1.3394,1.33563,1.33781
27-08-2013,1.3378,1.33987,1.33232,1.33908
28-08-2013,1.33907,1.33976,1.33049,1.33347
29-08-2013,1.33347,1.33399,1.32191,1.32369
30-08-2013,1.32369,1.32548,1.31734,1.32208
01-09-2013,1.32108,1.3215,1.31965,1.32067
02-09-2013,1.32067,1.3227,1.31836,1.31891
03-09-2013,1.31892,1.31968,1.31385,1.31717
04-09-2013,1.31716,1.32177,1.3157,1.31994
05-09-2013,1.31993,1.32228,1.31105,1.31192
06-09-2013,1.31192,1.31891,1.31046,1.31765
08-09-2013,1.31622,1.3179,1.3162,1.31721
09-09-2013,1.3172,1.32806,1.31665,1.32556
10-09-2013,1.32557,1.32757,1.32298,1.32673
11-09-2013,1.32673,1.33244,1.32439,1.33135
12-09-2013,1.33135,1.33244,1.32552,1.32983
13-09-2013,1.32983,1.3321,1.32538,1.3293
